id,name,code
industry_pre_primary_primary_education,Pre Primary and primary education,4601
industry_post_primary_education,Post primary education,4602
industry_tertiary_education,Tertiary education,4603
industry_other_education,Other education,4604
industry_educational_support_services,Educational support services,4605
industry_edu_swess,EDU-SWESS,4606
industry_education_individual,Education - Individual,4607
industry_religious_churches,Religious (Churches),4701
industry_religious_mosques,Religious (Mosques),4702
industry_religious_others,Religious (Others),4703
industry_non_governmental_organisations,Non Governmental Organisations,4704
industry_hotel_leisure,Hotel and Leisure,4801
industry_individual_clergy,Individual . Clergy,4802
industry_individual_entrepreneur,Individual . Entrepreneur,4803
industry_ind_private_sector_employee,Ind . Private Sector Employee,4804
industry_ind_public_sector_employee,Ind . Public Sector Employee,4805
industry_individual_self_employed,Individual . Self Employed,4806
industry_individual_military_police,"Individual . Military , Police",4807
industry_individual_student_minor,"Individual . Student , Minor",4808
industry_special_purpose_entities,Special Purpose Entities,4813
industry_nominees,Nominees,4815
industry_wholesale_merchant,Wholesale Merchant,4920
industry_renewable_energy_individual,Renewable Energy - Individual,6506
industry_cooperatives,Cooperatives,6601
industry_residential_estate_cooperatives,Residential Estate Cooperatives,6602
industry_associations_union_registered,Associations/Union registered,6603
industry_other_ass_unions_not_registered,Other Ass/Unions not Registered,6604
industry_cooperative_individual,Cooperative Individual,6605
industry_cooperative_societies,Cooperative Societies,6606
industry_fashion_business_entrepreneur,Fashion Business Entrepreneur,7001
industry_fashion_school,Fashion school,7002
industry_accessories_making,Accessories making,7003
industry_fashion_services,Fashion services,7004
industry_vocational_craft,Vocational craft,7005
industry_other_state_private_agencies,Other State and private Agencies,7101
industry_distributors,Distributors,7201
industry_consumers,Consumers,7202
industry_suppliers,Suppliers,7203
industry_value_chain_staff,Value Chain (Staff),7204
industry_nigerian_army,Nigerian Army,7701
industry_navy,Navy,7702
industry_airforce,Airforce,7703
industry_police,Police,7704
industry_department_state_services_dss,DEPARTMENT OF STATE SERVICES(DSS),7705
industry_nscdc,NSCDC,7706
industry_frsc,FRSC,7707
industry_customs,Customs,7708
industry_immigration,Immigration,7709
industry_prison_services,Prison Services,7710
industry_efcc,EFCC,7711
industry_federal_fire_service,Federal Fire Service,7712
industry_ndlea,NDLEA,7713
industry_nigerian_intelligence_agency,Nigerian Intelligence Agency,7714
industry_directorate_military_intelligence,Directorate Military Intelligence,7715
industry_icpc,ICPC,7716
industry_manufacturers_military_vechicles,Manufacturers of military Vechicles,7717
industry_manufacturers_military_amunition,Manufacturers of Military Amunition,7718
industry_religious_churches_4809,Religious . Churches,4809
industry_religious_mosques_4810,Religious . Mosques,4810
industry_religious_others_4811,Religious . Others,4811
industry_cooperative_societies_4812,Co.operative Societies,4812
industry_non_govtal_org_not_for_profit_org,Non.Govtal Org Not for Profit Org,4818
